Master,Protein FDR Confidence: Combined,Accession,Gene Symbol,Description,# Peptides,# PSMs,"Abundance Ratio: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio: (PLL, Normal) / (BLL, Normal)","Abundance Ratio: (PLL, Diseased) / (PLL, Normal)","Abundance Ratio (log2): (BLL, Diseased) / (BLL, Normal)","Abundance Ratio (log2): (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio (log2): (PLL, Normal) / (BLL, Normal)","Abundance Ratio (log2): (PLL, Diseased) / (PLL, Normal)","Abundance Ratio P-Value: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio P-Value: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio P-Value: (PLL, Normal) / (BLL, Normal)","Abundance Ratio P-Value: (PLL, Diseased) / (PLL, Normal)","Abundances (Grouped): BLL, Diseased","Abundances (Grouped): BLL, Normal","Abundances (Grouped): PLL, Diseased","Abundances (Grouped): PLL, Normal","Abundances (Grouped) Count: BLL, Diseased","Abundances (Grouped) Count: BLL, Normal","Abundances (Grouped) Count: PLL, Diseased","Abundances (Grouped) Count: PLL, Normal","Abundances (Normalized): F1: Sample, BLL, Diseased","Abundances (Normalized): F3: Sample, BLL, Diseased","Abundances (Normalized): F5: Sample, BLL, Diseased","Abundances (Normalized): F7: Sample, BLL, Diseased","Abundances (Normalized): F9: Sample, BLL, Diseased","Abundances (Normalized): F2: Sample, BLL, Normal","Abundances (Normalized): F4: Sample, BLL, Normal","Abundances (Normalized): F6: Sample, BLL, Normal","Abundances (Normalized): F8: Sample, BLL, Normal","Abundances (Normalized): F10: Sample, BLL, Normal","Abundances (Normalized): F11: Sample, PLL, Diseased","Abundances (Normalized): F13: Sample, PLL, Diseased","Abundances (Normalized): F15: Sample, PLL, Diseased","Abundances (Normalized): F17: Sample, PLL, Diseased","Abundances (Normalized): F19: Sample, PLL, Diseased","Abundances (Normalized): F12: Sample, PLL, Normal","Abundances (Normalized): F14: Sample, PLL, Normal","Abundances (Normalized): F16: Sample, PLL, Normal","Abundances (Normalized): F18: Sample, PLL, Normal","Abundances (Normalized): F20: Sample, PLL, Normal","Abundance: F1: Sample, BLL, Diseased","Abundance: F3: Sample, BLL, Diseased","Abundance: F5: Sample, BLL, Diseased","Abundance: F7: Sample, BLL, Diseased","Abundance: F9: Sample, BLL, Diseased","Abundance: F2: Sample, BLL, Normal","Abundance: F4: Sample, BLL, Normal","Abundance: F6: Sample, BLL, Normal","Abundance: F8: Sample, BLL, Normal","Abundance: F10: Sample, BLL, Normal","Abundance: F11: Sample, PLL, Diseased","Abundance: F13: Sample, PLL, Diseased","Abundance: F15: Sample, PLL, Diseased","Abundance: F17: Sample, PLL, Diseased","Abundance: F19: Sample, PLL, Diseased","Abundance: F12: Sample, PLL, Normal","Abundance: F14: Sample, PLL, Normal","Abundance: F16: Sample, PLL, Normal","Abundance: F18: Sample, PLL, Normal","Abundance: F20: Sample, PLL, Normal",Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Unique Peptides,# AAs,MW [kDa],calc. pI,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Pfam IDs,Entrez Gene ID,Gene ID,Ensembl Gene ID,Reactome Pathways,WikiPathways,# Protein Pathway Groups,# Razor Peptides,"Abundances (Grouped) CV [%]: BLL, Diseased","Abundances (Grouped) CV [%]: BLL, Normal","Abundances (Grouped) CV [%]: PLL, Diseased","Abundances (Grouped) CV [%]: PLL, Normal","Found in Sample: F1: Sample, BLL, Diseased","Found in Sample: F3: Sample, BLL, Diseased","Found in Sample: F5: Sample, BLL, Diseased","Found in Sample: F7: Sample, BLL, Diseased","Found in Sample: F9: Sample, BLL, Diseased","Found in Sample: F2: Sample, BLL, Normal","Found in Sample: F4: Sample, BLL, Normal","Found in Sample: F6: Sample, BLL, Normal","Found in Sample: F8: Sample, BLL, Normal","Found in Sample: F10: Sample, BLL, Normal","Found in Sample: F11: Sample, PLL, Diseased","Found in Sample: F13: Sample, PLL, Diseased","Found in Sample: F15: Sample, PLL, Diseased","Found in Sample: F17: Sample, PLL, Diseased","Found in Sample: F19: Sample, PLL, Diseased","Found in Sample: F12: Sample, PLL, Normal","Found in Sample: F14: Sample, PLL, Normal","Found in Sample: F16: Sample, PLL, Normal","Found in Sample: F18: Sample, PLL, Normal","Found in Sample: F20: Sample, PLL, Normal",# Protein Groups,Modifications,Checked,"Abundance Ratio Variability [%]: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio Variability [%]: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio Variability [%]: (PLL, Normal) / (BLL, Normal)","Abundance Ratio Variability [%]: (PLL, Diseased) / (PLL, Normal)",Score Sequest HT: Sequest HT,Molecular Function,Phospho (S; T; Y) Count,Phospho (S; T; Y) Positions
Master Protein,High,Q5SSJ5,HP1BP3,Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1,19,153,1.257,1.67,1.161,4.233,0.33,0.74,0.22,2.08,8.80E-01,1.93E-01,9.53E-01,1.75E-01,2.33E+07,2.00E+07,2.90E+07,1.44E+07,5,5,5,5,1.81E+07,2.33E+07,1.64E+07,6.09E+07,2.78E+07,1.01E+07,2.48E+07,7.60E+06,7.84E+07,2.00E+07,3.52E+07,2.90E+07,2.15E+07,4.10E+07,2.83E+07,1.44E+07,2.30E+06,1.67E+07,6.95E+06,3.27E+07,7.18E+04,8.85E+04,1.60E+05,6.09E+07,1.43E+06,3.57E+04,4.41E+05,7.02E+04,2.21E+06,2.12E+05,2.11E+05,1.30E+06,1.75E+05,5.53E+06,7.04E+05,2.80E+04,6.47E+05,1.18E+05,1.63E+05,3.48E+05,0,FALSE,122.048,35,19,553,61.2,9.67,19,cell organization and biogenesis;stress response;other biological processes,nucleus;other cell component,Pf00538,50809,A6NI71; A8K5D7; B3KMZ8; B4E210; hsa:50809; Q05BI0; Q5SSJ5; Q5SSJ6; Q5SWC6; Q6PIM9; Q8NDF0; Q9UHY0,ENSG00000127483,,,0,0,62.28,102.76,23.89,79.69,High,High,High,High,High,High,High,High,Peak Found,Peak Found,High,High,High,High,High,Peak Found,High,High,High,High,1,,FALSE,137.26,127.74,141.06,136.85,385.12,nucleic acid binding activity;other molecular function,0,
Master Protein,High,P40926,MDH2,"Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3",19,325,1.255,1.18,1.883,1.488,0.33,0.24,0.91,0.57,8.81E-01,4.30E-01,4.99E-01,6.68E-01,3.40E+07,1.81E+07,7.96E+07,5.67E+07,5,5,5,5,9.65E+06,3.40E+07,6.38E+06,9.61E+07,1.44E+08,2.72E+07,5.62E+06,1.81E+07,6.61E+06,1.99E+08,1.17E+07,7.96E+07,1.01E+08,9.46E+07,6.35E+07,5.67E+07,3.32E+07,1.23E+08,2.32E+07,8.08E+07,3.83E+04,1.29E+05,6.23E+04,9.61E+07,7.44E+06,9.66E+04,1.00E+05,1.67E+05,1.86E+05,2.12E+06,7.02E+04,3.56E+06,8.18E+05,1.27E+07,1.58E+06,1.11E+05,9.33E+06,8.72E+05,5.43E+05,8.61E+05,0,FALSE,112.876,66,19,338,35.5,8.68,19,other metabolic processes,other membranes;mitochondrion;other cell component,"Pf00056, Pf02866",4191,A8K414; B2RE78; B4DE44; E9PDB2; O43682; P40926,ENSG00000146701,Mitochondrial protein degradation; Gluconeogenesis; Citric acid cycle (TCA cycle),Amino acid metabolism; Metabolic reprogramming in colon cancer; NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence; Glycolysis and gluconeogenesis; Metabolic Epileptic Disorders; 7q11.23 distal copy number variation; TCA cycle (aka Krebs or citric acid cycle),10,0,103.53,161.95,50.86,63.28,Peak Found,High,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,High,High,High,High,High,High,High,1,,FALSE,137.98,117.45,139.29,125.29,881.24,other molecular function,0,
Master Protein,High,P02749,APOH,Beta-2-glycoprotein 1 OS=Homo sapiens OX=9606 GN=APOH PE=1 SV=3,4,49,1.255,0.243,0.098,1.406,0.33,-2.04,-3.35,0.49,8.81E-01,1.23E-01,3.40E-03,5.86E-01,5.18E+06,2.37E+06,2.34E+05,3.43E+05,3,2,5,3,,5.50E+06,5.18E+06,1.21E+05,,2.21E+06,,2.54E+06,,,8.85E+05,2.26E+05,2.34E+05,5.90E+05,1.71E+05,1.64E+05,3.95E+05,,3.43E+05,,,2.09E+04,5.07E+04,1.21E+05,,7.85E+03,,2.34E+04,,,5.29E+03,1.01E+04,1.90E+03,7.95E+04,4.25E+03,3.19E+02,1.11E+05,,8.03E+03,,0,FALSE,18.091,16,2,345,38.3,7.97,4,protein metabolism;other metabolic processes;stress response;transport;other biological processes,non-structural extracellular;other cell component,"Pf00084, Pf09014",350,B2R9M3; hsa:350; P02749; Q9UCN7,ENSG00000091583,Platelet degranulation,Cholesterol metabolism,2,0,83.81,9.79,73.1,40.42,n/a,High,High,High,n/a,Peak Found,n/a,High,High,n/a,High,High,Peak Found,High,Peak Found,Peak Found,High,n/a,Peak Found,n/a,1,,FALSE,90.64,129.32,77.07,35.46,102.73,enzyme regulator activity;other molecular function,0,
Master Protein,Medium,Q92917,GPKOW,G-patch domain and KOW motifs-containing protein OS=Homo sapiens OX=9606 GN=GPKOW PE=1 SV=2,1,1,1.254,0.442,0.938,0.589,0.33,-1.18,-0.09,-0.76,7.86E-01,5.94E-01,8.95E-01,7.98E-01,1.96E+05,7.36E+04,4.63E+04,7.86E+04,3,3,2,2,,1.96E+05,,5.53E+04,1.98E+05,,4.43E+04,1.58E+05,,7.36E+04,,,,1.00E+05,2.14E+04,,,,3.17E+04,1.95E+05,,7.46E+02,,5.53E+04,1.02E+04,,7.89E+02,1.46E+03,,7.82E+02,,,,1.35E+04,5.33E+02,,,,7.41E+02,2.08E+03,0.029,FALSE,1.845,4,1,476,52.2,6.15,1,RNA metabolism OR transcription;other metabolic processes,nucleus,"Pf00467, Pf12656",27238,hsa:27238; Q59EK5; Q92917; Q9BQA8,ENSG00000068394; ENSG00000292204,mRNA Splicing - Major Pathway,,1,0,54.67,64.26,91.45,101.9,n/a,Peak Found,n/a,Peak Found,Peak Found,n/a,Peak Found,Peak Found,n/a,Peak Found,n/a,n/a,n/a,High,Peak Found,n/a,n/a,n/a,Peak Found,Peak Found,1,,FALSE,106.91,66.38,106.21,71.37,2.66,nucleic acid binding activity,0,
Master Protein,High,Q9BVL2,NUP58,Nucleoporin p58/p45 OS=Homo sapiens OX=9606 GN=NUP58 PE=1 SV=1,4,6,1.251,1.401,1.659,1.626,0.32,0.49,0.73,0.7,8.84E-01,2.98E-01,6.07E-01,6.12E-01,1.23E+07,8.11E+06,1.35E+06,1.42E+07,5,4,5,5,4.69E+07,2.03E+07,1.23E+07,1.46E+06,5.73E+06,,5.49E+06,1.04E+07,6.30E+06,1.53E+07,5.92E+07,3.30E+05,2.39E+06,1.35E+06,3.21E+05,1.97E+07,1.08E+05,1.42E+07,4.60E+05,2.27E+07,1.86E+05,7.72E+04,1.20E+05,1.46E+06,2.96E+05,,9.76E+04,9.63E+04,1.78E+05,1.62E+05,3.54E+05,1.47E+04,1.95E+04,1.82E+05,7.97E+03,3.85E+04,3.04E+04,1.01E+05,1.08E+04,2.41E+05,0,FALSE,12.263,11,4,599,60.9,9.33,4,transport;other biological processes,other membranes;nucleus,Pf15967,9818,A6NI12; B4DZJ1; hsa:9818; O43160; Q5JRG2; Q5JRG5; Q9BVL2,ENSG00000139496,,,0,0,103.78,47.84,204.39,92.89,Peak Found,Peak Found,Peak Found,High,Peak Found,n/a,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,1,,FALSE,127.64,115.81,107.59,115.1,18,other molecular function,0,
Master Protein,High,Q9NVH1,DNAJC11,DnaJ homolog subfamily C member 11 OS=Homo sapiens OX=9606 GN=DNAJC11 PE=1 SV=2,6,14,1.25,1.225,0.218,1.256,0.32,0.29,-2.2,0.33,8.29E-01,3.27E-01,4.30E-02,7.33E-01,2.53E+06,1.38E+06,7.65E+05,1.80E+06,3,5,5,3,,5.44E+07,,2.53E+06,4.71E+05,1.74E+06,1.14E+06,4.55E+06,3.19E+05,1.38E+06,2.14E+05,1.57E+05,7.65E+05,2.83E+06,2.26E+06,1.04E+06,3.61E+06,,1.80E+06,,,2.07E+05,,2.53E+06,2.43E+04,6.20E+03,2.03E+04,4.20E+04,8.99E+03,1.47E+04,1.28E+03,7.00E+03,6.21E+03,3.81E+05,5.61E+04,2.02E+03,1.02E+06,,4.22E+04,,0,FALSE,25.814,16,6,559,63.2,8.4,6,cell organization and biogenesis,other membranes;mitochondrion;nucleus,"Pf00226, Pf11875",55735,hsa:55735; Q4VWF5; Q5VZN0; Q6PK20; Q6PK70; Q8NDM2; Q96CL7; Q9NVH1,ENSG00000007923,Cristae formation,,1,0,159.74,88.2,98.52,61.48,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,High,Peak Found,1,,FALSE,116.23,119.96,95.75,90.56,45.75,,0,
Master Protein,High,Q14527,HLTF,Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=2,2,6,1.248,0.552,4.38,0.157,0.32,-0.86,2.13,-2.67,8.24E-01,8.40E-01,2.31E-01,1.93E-01,5.10E+04,4.08E+04,2.81E+04,1.79E+05,1,1,4,1,,,,5.10E+04,,,,,,4.08E+04,,1.03E+04,2.40E+04,1.92E+05,3.30E+04,,1.79E+05,,,,,,,5.10E+04,,,,,,4.34E+02,,4.60E+02,1.95E+02,2.58E+04,8.20E+02,,5.03E+04,,,,0,FALSE,8.327,3,2,1009,113.9,8.6,2,cell organization and biogenesis;protein metabolism;DNA metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes,plasma membrane;other membranes;nucleus;other cell component,"Pf00176, Pf00271, Pf08797, Pf13923",6596,D3DNH3; Q14527; Q14536; Q16051; Q7KYJ6; Q86YA5; Q92652; Q96KM9,ENSG00000071794,E3 ubiquitin ligases ubiquitinate target proteins,Retinoblastoma gene in cancer,2,0,,,131.53,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,Peak Found,Peak Found,High,Peak Found,n/a,High,n/a,n/a,n/a,1,,FALSE,0,76.11,0,76.11,13.05,nucleic acid binding activity;other molecular function,0,
Master Protein,High,U3KQ56,GRHPR,Glyoxylate and hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1,3,8,1.244,0.797,0.01,100,0.31,-0.33,-6.64,6.64,7.45E-01,8.30E-01,1.00E-17,1.00E-17,6.50E+05,2.19E+05,4.76E+05,,2,1,2,,,,,8.70E+05,4.85E+05,,2.19E+05,,,,,3.68E+05,,6.17E+05,,,,,,,,,,8.70E+05,2.50E+04,,3.89E+03,,,,,1.64E+04,,8.31E+04,,,,,,,0,FALSE,12.024,18,3,358,38.7,8.02,3,,,"Pf00389, Pf02826",,U3KQ56,ENSG00000137106,,,0,0,40.13,,35.77,,n/a,n/a,n/a,High,High,n/a,Peak Found,n/a,n/a,n/a,n/a,High,n/a,High,High,n/a,n/a,n/a,n/a,n/a,1,,FALSE,90.59,78.75,,,24.11,other molecular function,0,
Master Protein,High,Q9NR28,DIABLO,Diablo IAP-binding mitochondrial protein OS=Homo sapiens OX=9606 GN=DIABLO PE=1 SV=1,6,20,1.237,0.446,1.409,0.931,0.31,-1.16,0.5,-0.1,7.90E-01,5.63E-01,8.23E-01,9.02E-01,8.95E+05,1.53E+05,6.81E+05,2.07E+05,4,1,4,3,,5.32E+05,6.22E+04,1.85E+06,1.51E+06,1.53E+05,,,,,,1.03E+06,1.47E+05,1.96E+06,4.52E+05,2.07E+05,6.67E+04,,3.07E+05,,,2.02E+03,6.08E+02,1.85E+06,7.77E+04,5.45E+02,,,,,,4.58E+04,1.19E+03,2.64E+05,1.12E+04,4.04E+02,1.87E+04,,7.18E+03,,0,FALSE,26.111,36,6,239,27.1,5.9,6,signal transduction;other biological processes,plasma membrane;other membranes;cytosol;mitochondrion,Pf09057,56616,B2RDQ0; hsa:56616; Q6W3F3; Q96LV0; Q9BT11; Q9HAV6; Q9NR28,ENSG00000184047,SMAC (DIABLO) binds to IAPs ; SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes ; Regulation of the apoptosome activity; Release of apoptotic factors from the mitochondria,Apoptosis modulation and signaling; TNF-alpha signaling pathway; Nanomaterial induced apoptosis; Apoptosis; Complement system in neuronal development and plasticity,10,0,84.23,,88.98,62.32,Peak Found,Peak Found,Peak Found,High,High,Peak Found,n/a,n/a,Peak Found,n/a,Peak Found,High,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,n/a,1,,FALSE,94.42,130.28,6.23,106.17,59.29,,0,
Master Protein,High,K7EJJ5,CLTC,Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=2,39,125,1.237,0.789,1.673,0.305,0.31,-0.34,0.74,-1.71,8.93E-01,8.46E-01,5.99E-01,3.29E-01,5.14E+06,4.85E+06,9.17E+06,1.40E+07,5,5,5,5,1.23E+07,9.31E+06,5.03E+06,5.14E+06,4.08E+06,1.01E+07,7.55E+06,4.85E+06,1.12E+06,1.74E+06,9.52E+06,4.86E+06,1.27E+07,9.17E+06,4.11E+06,1.25E+07,5.71E+07,1.40E+07,2.28E+07,1.19E+07,4.88E+04,3.54E+04,4.91E+04,5.14E+06,2.11E+05,3.58E+04,1.34E+05,4.47E+04,3.16E+04,1.85E+04,5.69E+04,2.17E+05,1.03E+05,1.24E+06,1.02E+05,2.44E+04,1.61E+07,9.94E+04,5.34E+05,1.27E+05,0,FALSE,162.143,30,39,1682,192.3,5.69,39,transport,plasma membrane;other membranes;cytoskeleton;ER/Golgi;other cytoplasmic organelle,"Pf00637, Pf01394, Pf09268, Pf13838",,K7EJJ5,ENSG00000141367,,Synaptic vesicle pathway; Ebola virus infection in host; Fragile X syndrome; 7q11.23 copy number variation syndrome,4,0,48.83,75.06,44.16,81.11,High,Peak Found,High,High,High,Peak Found,High,High,High,High,High,High,Peak Found,High,High,Peak Found,High,High,High,High,1,,FALSE,121.25,113.56,135.77,122.94,348.08,other molecular function,0,
Master Protein,High,E7EVA0,MAP4,Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=1,4,6,1.234,0.43,,0.742,0.3,-1.22,,-0.43,7.49E-01,5.50E-01,,9.64E-01,2.38E+05,1.38E+05,3.77E+05,1.26E+06,2,2,3,2,,1.97E+05,,2.88E+05,,,,1.31E+05,,1.45E+05,,3.77E+05,,6.32E+04,9.33E+05,3.44E+06,,,4.60E+05,,,7.50E+02,,2.88E+05,,,,1.21E+03,,1.55E+03,,1.68E+04,,8.51E+03,2.32E+04,6.70E+03,,,1.08E+04,,0,FALSE,9.151,3,4,2297,245.3,6.23,4,,plasma membrane;other membranes;cytosol;cytoskeleton,Pf00418,,E7EVA0,ENSG00000047849,,Splicing factor NOVA regulated synaptic proteins; 2q37 copy number variation syndrome,2,0,26.38,7.4,96.24,108.01,n/a,Peak Found,n/a,High,n/a,n/a,n/a,Peak Found,n/a,Peak Found,n/a,Peak Found,n/a,Peak Found,High,Peak Found,n/a,n/a,High,n/a,1,,FALSE,20.8,50.79,,175.41,15.53,cytoskeletal activity,0,
Master Protein,High,A0A494C1V2,ZNF891,Zinc finger protein 891 OS=Homo sapiens OX=9606 GN=ZNF891 PE=4 SV=1,2,2,1.232,0.133,1.828,0.09,0.3,-2.91,0.87,-3.48,8.04E-01,7.89E-02,6.91E-01,7.57E-02,1.43E+05,1.16E+05,1.90E+04,2.12E+05,2,2,2,1,,,,6.20E+04,3.28E+05,,,5.76E+04,,2.33E+05,,,,2.56E+04,1.42E+04,,,,,2.12E+05,,,,6.20E+04,1.69E+04,,,5.31E+02,,2.48E+03,,,,3.45E+03,3.52E+02,,,,,2.25E+03,0,FALSE,4.662,5,2,548,64,8.73,2,other biological processes,,"Pf00096, Pf01352, Pf13465",,A0A494C1V2,ENSG00000214029,,,0,0,96.46,85.37,40.74,,n/a,n/a,n/a,High,Peak Found,n/a,n/a,Peak Found,n/a,Peak Found,n/a,n/a,n/a,Peak Found,Peak Found,n/a,High,n/a,n/a,Peak Found,1,Phospho [T90],FALSE,68.75,102.81,112.26,44.6,5.47,other molecular function,1,Phospho [T90]
Master Protein,High,J3QRS3,MYL12A,Myosin light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=1,8,122,1.232,0.509,1.257,0.671,0.3,-0.97,0.33,-0.57,8.97E-01,6.50E-01,8.73E-01,7.82E-01,3.19E+07,4.89E+07,1.08E+07,1.72E+07,5,5,5,5,3.19E+07,4.92E+07,9.29E+06,1.31E+07,6.60E+07,4.21E+07,7.98E+06,4.89E+07,6.35E+07,4.98E+07,1.09E+06,6.63E+06,1.08E+07,3.27E+07,2.44E+07,2.07E+07,3.24E+07,8.99E+06,1.72E+07,1.44E+07,1.27E+05,1.87E+05,9.08E+04,1.31E+07,3.40E+06,1.50E+05,1.42E+05,4.51E+05,1.79E+06,5.29E+05,6.53E+03,2.96E+05,8.75E+04,4.41E+06,6.06E+05,4.03E+04,9.09E+06,6.37E+04,4.04E+05,1.53E+05,0,FALSE,65.161,49,2,177,20.4,4.75,8,,,"Pf08976, Pf13499",10627,J3QRS3,ENSG00000101608,,Focal adhesion,1,10,70.8,48.96,86.42,46.64,High,High,n/a,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,n/a,High,High,High,High,Peak Found,High,Peak Found,High,Peak Found,1,,FALSE,118.35,118.64,130.91,128.49,352.52,other molecular function,0,
Master Protein,High,Q9UL26,RAB22A,Ras-related protein Rab-22A OS=Homo sapiens OX=9606 GN=RAB22A PE=1 SV=2,1,3,1.232,0.636,0.01,100,0.3,-0.65,-6.64,6.64,8.34E-01,9.08E-01,1.00E-17,1.00E-17,7.07E+04,7.22E+04,8.36E+04,,3,2,5,,,2.57E+05,,7.07E+04,3.08E+04,,3.44E+04,1.52E+05,,,8.36E+04,1.53E+05,1.09E+05,4.50E+04,1.36E+04,,,,,,,9.76E+02,,7.07E+04,1.59E+03,,6.12E+02,1.40E+03,,,5.00E+02,6.85E+03,8.87E+02,6.06E+03,3.39E+02,,,,,,0,FALSE,6.421,10,1,194,21.8,8.15,1,cell organization and biogenesis;transport,plasma membrane;other membranes;cytoskeleton;other cytoplasmic organelle;other cell component,Pf00071,57403,B3KR86; E1P605; hsa:57403; Q8TF12; Q9H4E6; Q9UL26,ENSG00000124209,RAB geranylgeranylation,,1,0,101.04,89.11,67.27,,n/a,Peak Found,n/a,High,Peak Found,n/a,Peak Found,Peak Found,n/a,n/a,Peak Found,High,Peak Found,High,Peak Found,n/a,n/a,n/a,n/a,n/a,1,,FALSE,95.64,104.74,,,6.23,other molecular function,0,
Master Protein,High,P60174,TPI1,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4,10,50,1.232,0.453,1.757,0.812,0.3,-1.14,0.81,-0.3,7.95E-01,5.64E-01,5.15E-01,9.17E-01,1.45E+06,5.60E+05,2.29E+06,1.98E+06,5,5,5,5,1.08E+06,1.45E+06,1.29E+05,1.27E+07,2.93E+07,1.21E+06,2.75E+05,5.60E+05,2.73E+05,6.95E+06,7.13E+04,4.93E+06,2.14E+06,5.12E+06,2.29E+06,2.26E+06,3.86E+06,5.47E+05,7.30E+05,1.98E+06,4.28E+03,5.51E+03,1.26E+03,1.27E+07,1.51E+06,4.31E+03,4.89E+03,5.16E+03,7.68E+03,7.39E+04,4.26E+02,2.20E+05,1.74E+04,6.90E+05,5.69E+04,4.42E+03,1.09E+06,3.88E+03,1.71E+04,2.11E+04,0,FALSE,51.022,55,10,249,26.7,6.9,10,other metabolic processes,cytosol,Pf00121,7167,B7Z5D8; D3DUS9; hsa:7167; P00938; P60174; Q6FHP9; Q6IS07; Q8WWD0; Q96AG5,ENSG00000111669,Glycolysis; Gluconeogenesis,Fatty acid beta-oxidation; Cori cycle; HIF1A and PPARG regulation of glycolysis; Clear cell renal cell carcinoma pathways; Aerobic glycolysis; Disorders of fructose metabolism; Glycolysis and gluconeogenesis; Metabolic Epileptic Disorders,10,0,140,155.02,72.83,71.43,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,High,Peak Found,High,Peak Found,Peak Found,Peak Found,1,,FALSE,128.81,125.95,139.21,106.13,158.55,other molecular function,0,
Master Protein,High,Q13451,FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5 OS=Homo sapiens OX=9606 GN=FKBP5 PE=1 SV=2,5,7,1.231,0.709,4.816,0.132,0.3,-0.5,2.27,-2.92,7.92E-01,9.84E-01,1.32E-01,1.01E-01,1.60E+05,1.36E+05,1.37E+05,7.72E+05,3,3,3,3,,1.06E+05,,3.80E+05,1.60E+05,,9.02E+04,,1.36E+05,4.19E+05,9.57E+05,1.86E+04,,1.37E+05,,,2.11E+04,7.72E+05,,3.88E+06,,4.04E+02,,3.80E+05,8.23E+03,,1.60E+03,,3.83E+03,4.46E+03,5.72E+03,8.32E+02,,1.84E+04,,,5.93E+03,5.47E+03,,4.13E+04,0,FALSE,13.858,17,5,457,51.2,5.9,5,protein metabolism;other metabolic processes;other biological processes,cytosol;nucleus;other cell component,"Pf00254, Pf00515",2289,F5H7R1; hsa:2289; Q13451; Q59EB8; Q5TGM6,ENSG00000096060,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; ESR-mediated signaling; MECP2 regulates neuronal receptors and channels,Androgen receptor network in prostate cancer; Farnesoid X receptor pathway; Nuclear receptors meta-pathway; MECP2 and associated Rett syndrome,7,0,67.39,82.8,137.84,131.35,n/a,Peak Found,n/a,High,Peak Found,n/a,Peak Found,n/a,Peak Found,Peak Found,Peak Found,Peak Found,n/a,Peak Found,n/a,n/a,Peak Found,Peak Found,n/a,High,1,,FALSE,44.51,59.15,143.51,144.2,19.01,other molecular function,0,
